"Date" "Frankfurt" "Berlin" "Bremen" "Munich" "Cuxhaven"
"1527" 20040722 2 1.3 2.8 2.6 3.9
"1528" 20040723 2.9 1.7 6.3 1.8 5
"1529" 20040724 3 3.2 5.3 2.9 5.2
"1530" 20040725 2.8 3.1 3.8 2.1 4.2
"1531" 20040726 2.5 2.8 3.5 2.6 4.6
"1532" 20040727 1.8 2.7 3.2 2.9 4.5
"1533" 20040728 2.3 2.2 2.2 1.7 3.2
"1534" 20040729 2.7 2.1 3.7 2.6 4.8
"1535" 20040730 2 2.3 2.5 1.4 3.8
"1536" 20040731 2 1.5 2.9 1.1 2.8
"1537" 20040801 2.4 1.8 3 2.4 3.8
"1538" 20040802 2.3 1.6 2.6 1.4 3.2
"1539" 20040803 1.9 1.9 2.4 1.3 3.6
"1540" 20040804 2 1.9 2.8 2.2 3.7
"1541" 20040805 2.7 3 3.9 3.1 4.9
"1542" 20040806 2 4.5 4.3 1.7 5.4
"1543" 20040807 1.9 3.6 4.7 1.9 6.5
"1544" 20040808 2.4 3.4 5.5 2.4 8.2
"1545" 20040809 2.9 3.2 5 2.7 7.6
"1546" 20040810 3 3.4 5.1 3.7 8.9
"1547" 20040811 1.7 2.6 2.5 2.4 5
"1548" 20040812 3.6 1.4 2.7 3.6 2.8
"1549" 20040813 5.3 5.4 4.4 6.9 4.1
"1550" 20040814 4.8 3 2.2 7.1 3.4
"1551" 20040815 2.5 2.3 3.4 2.9 4.1
"1552" 20040816 3.3 2.9 2.4 2.2 3.3
"1553" 20040817 3.3 3.2 3.1 1.6 3.5
"1554" 20040818 3.8 3.1 4.6 1.7 4.1
"1555" 20040819 4.2 5 6.8 2.6 6.4
"1556" 20040820 5.6 3.3 4.5 2.7 5.1
"1557" 20040821 4.8 3.3 3.7 4.5 4.3
"1558" 20040822 1.7 3.4 2.6 3.3 4.2
"1559" 20040823 2.5 2.5 3.6 2.1 5.9
"1560" 20040824 3.6 3.7 3.2 3.3 3.1
"1561" 20040825 5.6 4.4 5.4 3.8 5.2
"1562" 20040826 4.7 4 4.8 5.9 5.4
"1563" 20040827 4.6 4.4 4.9 4.1 5.2
"1564" 20040828 3.6 2.8 3.2 2.1 4.2
"1565" 20040829 3.5 1.3 2.5 2.1 2.7
"1566" 20040830 5.4 3.3 5.7 3.8 4.9
"1567" 20040831 3.6 5.1 6.6 3.4 6.5
"1568" 20040901 1.7 4 4.1 1.9 5.6
"1569" 20040902 2.2 1.2 2.6 1.5 3.6
"1570" 20040903 1.7 2.2 1.6 1 4.1
"1571" 20040904 1.8 1.5 1.2 1.6 2.1
"1572" 20040905 2.5 1.5 1.9 2.1 2.2
"1573" 20040906 2.6 1.5 3 2.6 3.9
"1574" 20040907 3.6 1.9 3.5 1.7 5.7
"1575" 20040908 3.7 2.6 3.5 1.6 5.6
"1576" 20040909 2.8 1 3.3 3 4.3
"1577" 20040910 2.4 3.4 4.3 2.6 4.6
"1578" 20040911 4.2 3.1 4.1 1.7 3.7
"1579" 20040912 4.9 5.6 7.9 3 7.6
"1580" 20040913 3.8 4.5 5.9 1.4 6
"1581" 20040914 4.6 4.6 6.3 2.1 6.3
"1582" 20040915 4.6 6.3 6.1 3 8
"1583" 20040916 1.6 3.6 3 2 4.3
"1584" 20040917 1.9 2.5 3.3 2.8 3.9
"1585" 20040918 2 3.2 4 1.2 4.5
"1586" 20040919 2 2.2 3.7 2.9 4.3
"1587" 20040920 4.7 4.1 6.5 2.5 5.9
"1588" 20040921 8.5 9.1 8.4 7 9.7
"1589" 20040922 7.7 7.6 6.8 8.7 8
"1590" 20040923 5.5 5.4 5.7 11.1 6.3
"1591" 20040924 4.5 5.3 6.4 5.2 8
"1592" 20040925 4.2 3.5 5.5 4.9 6.3
"1593" 20040926 3.2 3.1 3.6 3.7 5.1
"1594" 20040927 4.1 4 4.7 3.8 5.9
"1595" 20040928 3.2 4.1 4.4 3.7 5.7
"1596" 20040929 3.9 5.1 5.1 3.8 6.2
"1597" 20040930 1.7 3 1.6 2.3 2.1
"1598" 20041001 1.8 1.4 3.5 1.7 5
"1599" 20041002 2.9 2.3 4.1 1.7 4.2
"1600" 20041003 2.1 1.9 3.8 1.5 3.9
"1601" 20041005 2.7 3.4 3.2 1 3.5
"1602" 20041006 2.8 2.6 5.1 1.3 5.6
"1603" 20041007 2.1 3.6 4.9 1.6 6.1
"1604" 20041008 1.6 2.3 2.3 1.9 4.4
"1605" 20041009 2.7 2 2 3.2 3.6
"1606" 20041010 4.2 1.8 3.5 4.3 6.4
"1607" 20041011 3.7 3.9 5.1 6 10
"1608" 20041012 3 6.4 6.7 2.6 10
"1609" 20041013 1.9 5.5 5.3 1.1 6.1
"1610" 20041014 1.9 4.7 4.4 1.9 5
"1611" 20041015 3.2 3.5 3.8 2.9 5.3
"1612" 20041016 3.7 2 3.3 2.4 4.1
"1613" 20041017 4.4 4.9 3.3 4.3 4.7
"1614" 20041018 5.1 7.4 6.9 5.3 5.6
"1615" 20041019 2.1 2.8 2.4 1.5 2.6
"1616" 20041020 1.8 4.1 5.4 2.2 7.1
"1617" 20041021 4.5 3.9 6.6 2.6 6.6
"1618" 20041022 1.9 3.7 5.7 1.2 6.8
"1619" 20041023 2.8 4.4 5.5 1.7 6.6
"1620" 20041024 1.9 4.2 4.4 1.3 5
"1621" 20041025 4.2 3.5 6.6 1.4 6.6
"1622" 20041026 1.3 2.8 3.7 2.7 3.9
"1623" 20041027 2 2 2.6 2 4.9
"1624" 20041028 1.6 3 4.7 1.6 5.9
"1625" 20041029 1.4 2.8 2.7 1.6 5.1
"1626" 20041030 1.9 2.4 1.9 2.6 2.4
"1627" 20041031 3.4 2.4 3.1 2.6 4.3
"1628" 20041111 2.7 2.2 1.9 1.5 1.9
"1629" 20041112 2.9 4.2 5 2.6 6.1
"1630" 20041113 4.2 4.1 4.5 5.2 9.2
"1631" 20041114 1.8 2.5 2.7 2.9 4.1
"1632" 20041115 1.9 4.5 5.3 1.6 6.7
"1633" 20041116 4.5 4.2 3 4.4 3.8
"1634" 20041117 6.4 5.5 8 6.2 7.8
"1635" 20041118 8.8 8 7.6 10.4 8.5
"1636" 20041119 7.7 3.8 4.4 11 4.3
"1637" 20041120 5.7 5.6 5.1 8.5 6.1
"1638" 20041121 2.6 3.7 3.8 5.6 3.8
"1639" 20041122 6 6.1 7.7 7 8.3
"1640" 20041123 4.7 6.5 5.2 8 8.5
"1641" 20041124 1.9 2.1 1.6 1.5 3.3
"1642" 20041125 2.1 2.3 1.6 1.6 4.1
"1643" 20041126 3 3.7 3.8 1.9 5.1
"1644" 20041127 3.5 4.4 4 3.4 4.5
"1645" 20041128 3.1 1.7 2.3 1.2 2.7
"1646" 20041129 1.8 1.6 1.8 2.4 1.8
"1647" 20041201 2.1 3.3 3 1.3 4.4
"1648" 20041202 2 3.3 3.1 1.8 3.7
"1649" 20041203 2.3 3.7 3.1 1.6 3.9
"1650" 20041204 2.4 3.9 3.5 1.9 5
"1651" 20041205 2 4.3 4.9 2.1 6
"1652" 20041206 1.7 5.2 4.4 1.2 5.3
"1653" 20041207 1.9 4.5 3.7 2 5.1
"1654" 20041208 2.1 3.4 2 2.8 4.1
"1655" 20041209 2.3 1.7 3.5 3.3 3.5
"1656" 20041210 1.5 1.7 2.9 1.4 3.7
"1657" 20041211 1.2 2.1 1.8 1.6 4.4
"1658" 20041212 2.4 1.5 1.1 1.5 2.6
"1659" 20041213 1.5 2.3 2.6 1.1 2
"1660" 20041214 1.6 3.4 3.7 0.7 4.2
"1661" 20041215 2 2.6 4.5 0.9 6.2
"1662" 20041216 1.5 4.2 5.3 1 6
"1663" 20041217 5.1 5.2 5.5 3.4 6
"1664" 20041218 6.5 4.4 5.1 9.7 6.6
"1665" 20041219 2.9 3.5 3.1 2.3 6.2
"1666" 20041220 1.9 4.2 3.1 2 5.9
"1667" 20041221 1.7 1.7 2.3 1 3.8
"1668" 20041222 5 4.8 7 3.2 7.3
"1669" 20041223 6.5 7.1 8.7 8.9 9.5
"1670" 20041224 6.4 7.7 8.7 7.8 8.7
"1671" 20041225 5 5.3 6 2.4 6.5
"1672" 20041226 3.6 2.1 1.5 2.5 2.6
"1673" 20041227 3.5 4.1 2.8 3.8 3.2
"1674" 20041228 4.3 3.9 5.3 2.1 5.7
"1675" 20041229 2.8 3.1 3.1 4.7 3.5
"1676" 20050102 6.7 8.8 11 7.2 10.7
"1677" 20050103 7.4 7.3 8.5 8.9 9.4
"1678" 20050104 6.8 8.8 9.9 7.6 10.2
"1679" 20050105 4.4 6.1 5.7 3.5 6.3
"1680" 20050106 5.1 6.2 7.1 7.1 7.8
"1681" 20050107 7.5 7.7 10.5 2.6 10.3
"1682" 20050108 6.7 9 11.9 3.4 11.8
"1683" 20050109 4.6 8 8.3 2.8 8.8
"1684" 20050110 4.5 6.1 7.7 1.1 8.4
"1685" 20050111 4.2 4.7 5.7 1.9 5.4
"1686" 20050112 4.5 4.9 6.9 1.7 7.5
"1687" 20050113 4.7 6.3 6.7 5.1 7.3
"1688" 20050114 2.4 5 3.9 3.1 5.6
"1689" 20050115 2 1.8 2.1 1.6 3.2
"1690" 20050116 2.3 3.1 2.4 1 3.9
"1691" 20050117 2.3 3.2 5.3 0.8 6.2
"1692" 20050118 5.1 5 5 2.3 5
"1693" 20050119 5.5 5.4 6.4 6.1 6.7
"1694" 20050120 9.1 7.3 12 11.2 11.6
"1695" 20050121 8.2 8.2 9.2 10.8 10.4
"1696" 20050122 4.2 4.3 5.5 7.9 7
"1697" 20050123 3.9 4.7 5.1 3.8 8.8
"1698" 20050124 4.2 3.7 5.4 4.9 11.1
"1699" 20050126 6.4 2.9 3.8 3.1 4.8
"1700" 20050127 2.9 2.4 1.6 2.9 2.3
"1701" 20050128 1.9 1.4 1.7 1.5 2.5
"1702" 20050129 1.6 2.1 2.3 1.3 3.6
"1703" 20050130 3.9 3.9 4 1.5 6.4
"1704" 20050131 5.3 5.8 7.1 7.3 8.6
"1705" 20050201 4.1 4.1 5.5 5.6 6.8
"1706" 20050202 4.3 2.9 6.3 7.8 7.4
"1707" 20050203 3.2 2.1 3 5.9 2.9
"1708" 20050204 1.7 2.5 2.4 2.1 3.1
"1709" 20050205 2.2 4.5 4.5 2.5 4.5
"1710" 20050206 2.3 4.5 4.6 2 5.1
"1711" 20050207 2.2 4.6 3.5 2 5.6
"1712" 20050208 1.8 3.8 2.3 1.6 3.3
"1713" 20050209 1.8 3.1 2.8 1.5 4
"1714" 20050210 5 5.5 6.3 3.9 7.1
"1715" 20050211 5.1 3.5 2.7 7.5 4
"1716" 20050214 4.9 5.4 5.4 7 10.7
"1717" 20050215 5.8 4.3 6.3 4.1 10
"1718" 20050216 5.9 4.6 5 3.6 7.4
"1719" 20050217 3.1 3.1 2.5 2.3 2.8
"1720" 20050218 3.3 3.1 4.4 1.4 5.9
"1721" 20050219 3.8 2.8 3.7 3.6 3.8
"1722" 20050220 2.4 2 2.6 1.8 4.8
"1723" 20050221 2.5 3.7 5.3 3.6 8.3
"1724" 20050222 5.7 4.3 6.1 2.9 10.1
"1725" 20050223 2.8 2.8 3.8 0.9 10.2
"1726" 20050224 1.8 2.1 2.9 1.4 5.6
"1727" 20050225 2.1 1.5 3.1 0.9 5.8
"1728" 20050226 1.2 2.6 4.1 1.5 6.6
"1729" 20050227 6.8 3.8 5.4 4.1 9.7
"1730" 20050228 2.9 4.1 5 1.7 6.4
"1731" 20050301 2.9 5.9 7.4 0.7 7.7
"1732" 20050302 2.2 3.9 2.4 1.2 4
"1733" 20050303 3.1 1.8 3.9 1.9 7.4
"1734" 20050304 2 2.3 2.3 1.4 3.4
"1735" 20050308 4.2 4.5 4.4 8 4.4
"1736" 20050309 3.6 2.5 3.6 6.6 4.1
"1737" 20050310 2.1 3.8 3.3 2.6 4.3
"1738" 20050311 6.9 7.5 9 5.8 9.4
"1739" 20050312 5.9 8 8 10.6 8.7
"1740" 20050313 5.2 4.4 4.8 6.2 5.1
"1741" 20050314 2.6 4.6 4.4 1 5.4
"1742" 20050315 3.2 3.8 4.2 2.1 5.4
"1743" 20050316 4.4 5.7 7 2.4 7.3
"1744" 20050317 6.1 8.2 8.8 6.1 9.3
"1745" 20050318 4.9 7 7.4 5.4 8.2
"1746" 20050319 3.2 3.2 4.6 4.6 7.2
"1747" 20050320 2.7 2.3 3.6 3.2 5.9
"1748" 20050321 2.5 2.8 4.9 2.9 6.5
"1749" 20050322 2.7 4.4 6 2.8 5.4
"1750" 20050323 2.2 1.9 2.5 2.4 3
"1751" 20050324 2.3 1.7 3.7 1.5 3.2
"1752" 20050325 2.2 2.8 2.2 2.9 2.9
"1753" 20050326 2.7 1.9 2.5 2.3 3
"1754" 20050327 1.9 3.4 5.1 1 7.2
"1755" 20050328 2.1 3.9 4.5 2.5 8.7
"1756" 20050329 1.7 4.2 5 1.8 10.4
"1757" 20050330 2.3 5.2 6 1.7 11.1
"1758" 20050331 3 3.6 5.4 3.5 8.7
"1759" 20050401 2.7 3.1 4.8 4.2 5.1
"1760" 20050402 2.9 3.3 4 3.9 3.9
"1761" 20050403 2 3.5 3.4 1.5 3.2
"1762" 20050404 2.3 3.1 3.1 1.3 3.8
"1763" 20050405 2.7 3.1 4.8 4.4 5.7
"1764" 20050406 3.5 3.8 4.8 2 4.9
"1765" 20050407 6.7 4.6 6.6 3.9 6.5
"1766" 20050408 4.3 2.8 3.9 3 6
"1767" 20050409 4.6 2.9 4.1 3.6 6.2
"1768" 20050410 3 3.1 3.9 2.1 4.7
"1769" 20050411 3.7 3.3 3.2 3.4 5
"1770" 20050412 2.4 1.1 1.5 3.8 3.9
"1771" 20050413 2.4 1.2 2.5 1.7 2.2
"1772" 20050414 2.1 1.8 3 1.9 3.5
"1773" 20050415 3.1 2.9 2.8 2.4 3.8
"1774" 20050416 5.4 3.6 5.2 3.7 5.5
"1775" 20050417 5 4.1 5 4.6 7.7
"1776" 20050418 2.9 3.4 3.6 5.1 8.2
"1777" 20050419 3.9 4.4 5.8 4.6 10.9
"1778" 20050420 3.7 4.9 6.2 4.5 8.9
"1779" 20050421 3.1 2.1 3 2.3 3.7
"1780" 20050422 1.7 2.5 2.2 1.4 3.4
"1781" 20050423 2.5 2.9 4.2 2.2 7.4
"1782" 20050424 1.5 3.7 5.5 1.9 9.8
"1783" 20050425 2.4 4.5 5.6 5.1 9.8
"1784" 20050426 3 2.5 3.8 5.5 7.5
"1785" 20050427 4.7 3.1 4 4.3 5.3
"1786" 20050428 1.5 4.1 2.6 1.8 3.6
"1787" 20050429 2 2.5 2.7 1.5 3
"1788" 20050430 2 2 1.9 1.4 2.3
"1789" 20050501 2.1 1.7 1.9 1.5 3.3
"1790" 20050502 3.3 4.1 2.9 1.6 3.9
"1791" 20050503 3.9 2.4 2.2 3.6 2.2
"1792" 20050504 3.6 4.3 4.3 5.9 5.5
"1793" 20050505 3.6 4.6 6 4.5 7.6
"1794" 20050506 4.6 5.2 5.8 6 7.6
"1795" 20050507 4.4 3.9 4 6.8 5.3
"1796" 20050508 4.3 4.3 4.2 5.9 6.4
"1797" 20050509 3.4 3.9 3.8 3.3 5.9
"1798" 20050510 2.8 4 5.6 2.3 6.8
"1799" 20050511 2.3 3.7 5.4 2.9 7.4
"1800" 20050512 3.3 2.4 2.9 3.3 5.7
"1801" 20050513 3.1 1.5 2.7 3.4 5.2
"1802" 20050514 3.3 4 4.1 3 6.5
"1803" 20050515 3.8 4.7 3.4 5.1 5.4
"1804" 20050516 1.5 4.4 3.2 3 6
"1805" 20050517 3.6 2.4 3.2 3.1 4.7
"1806" 20050518 3.7 2.3 2.7 3.8 4.3
"1807" 20050519 2.2 1.6 4 1.6 4.3
"1808" 20050520 2.4 3.9 4.4 1.4 5.3
"1809" 20050521 2.4 3.7 2.8 1.5 3.6
"1810" 20050522 2.7 1.8 3.2 2.3 3.2
"1811" 20050523 3.1 2.3 3.3 3.9 4
"1812" 20050524 3 2.6 3.3 2 4.2
"1813" 20050525 2.1 3.4 4 1.3 4.2
"1814" 20050526 1.9 2.2 3.7 1.7 4.6
"1815" 20050527 1.9 2.3 1.7 1.1 3.3
"1816" 20050528 2.8 2.9 4 1 5.3
"1817" 20050529 3.3 2.8 3.6 1.6 4.9
"1818" 20050530 4.6 3.6 3.2 4.9 4.9
"1819" 20050531 2.9 6.3 5.4 3.7 8.4
"1820" 20050601 2.1 4.1 3.3 1.7 5.3
"1821" 20050602 2.1 2.8 3.6 1.3 4.5
"1822" 20050603 3.1 2.9 3.7 1.6 4
"1823" 20050604 6.8 6.1 6 3.9 7.6
"1824" 20050605 5.3 4.3 5 4.1 6.9
"1825" 20050606 3.8 4.8 5.6 3.7 8.5
"1826" 20050607 4.2 5 6.8 4.6 9.1
"1827" 20050609 2.5 2.3 2.7 2.3 3.4
"1828" 20050610 1.8 2.6 4.4 2.9 6.5
"1829" 20050611 3.2 4.8 5 2.4 7.4
"1830" 20050612 1.9 4.1 3.8 1.4 5.2
"1831" 20050613 3.9 3.5 4.7 2.4 5.7
"1832" 20050614 1.7 3 2.3 2.4 3.5
"1833" 20050615 1.5 1.9 2.2 2.9 3.2
"1834" 20050616 2.7 2.4 3.6 1.9 3.3
"1835" 20050617 3.1 4.1 5.1 3.1 6.5
"1836" 20050618 3.5 4.4 3.9 2.6 5.2
"1837" 20050619 2.3 2.6 1.6 2 2.4
"1838" 20050620 2.2 2.2 3.3 1.4 3.4
"1839" 20050621 2.3 2.8 4.1 1.2 4.6
"1840" 20050622 2.9 3.5 3.4 3 4.3
"1841" 20050623 2.2 1.5 2.2 1.6 3.1
"1842" 20050624 2.2 2.7 2.1 1.7 2.4
"1843" 20050625 4.2 2.5 3.7 3.7 6.5
"1844" 20050626 3.2 2.2 3.4 2.5 5.8
"1845" 20050627 2.3 2.7 2.6 1.5 4.1
"1846" 20050628 2.9 3.6 3.6 1.6 5.6
"1847" 20050629 3.2 2.5 2.3 3 4
"1848" 20050630 4.5 3.7 2.5 5 5.2
"1849" 20050701 4.4 2.3 3.2 5 2.9
"1850" 20050702 2.2 1.7 1.7 4.5 2.7
"1851" 20050703 1.7 1.6 1.7 1.6 3
"1852" 20050704 3.6 4.1 5.3 2.8 5.7
"1853" 20050705 3.2 4 2.6 3 3.5
"1854" 20050706 3.3 2.1 3.2 3 4.5
"1855" 20050708 1.9 1.9 2.4 1.5 3.2
"1856" 20050709 2.3 1.8 1.6 1.7 2.5
"1857" 20050710 3.9 3.6 3.6 2.6 4.2
"1858" 20050711 4.8 3.3 3.5 3.1 6.5
"1859" 20050712 3.7 2.7 3.1 2 4.3
"1860" 20050713 2.3 2 3.5 1.4 4.6
"1861" 20050714 1.7 1.5 1.9 1.3 2.7
"1862" 20050715 2.6 2.3 5.3 2 6.1
"1863" 20050716 2.4 3.7 4.4 3.4 6.5
"1864" 20050717 2.7 3.8 3.5 3.3 6
"1865" 20050718 3.1 2.6 1.9 2.3 2.3
"1866" 20050719 5.9 4.3 5.7 5.9 6.6
"1867" 20050720 6 5.6 7 5.7 7.9
"1868" 20050722 4.5 5.9 5.6 4.4 5.6
"1869" 20050723 3.5 4.9 5.1 3.1 5.6
"1870" 20050724 2.7 3.5 3 2.1 4.8
"1871" 20050725 5.7 3 3.5 2.4 3.3
"1872" 20050726 3.7 2.9 2.9 2.5 4.4
"1873" 20050727 2.3 1.6 2.4 1.2 2.7
"1874" 20050728 2.5 1.9 2.1 1.3 3
"1875" 20050801 2.2 4.4 5.2 2 6.5
"1876" 20050802 4.1 1.9 2.6 2.9 3.3
"1877" 20050803 3.8 1.4 2.4 5.2 3.7
"1878" 20050804 3.4 3.8 4.3 4.5 6.4
"1879" 20050805 3.2 2.4 3.5 2 4.5
"1880" 20050806 4.5 4.4 4.1 5 6.4
"1881" 20050807 4 3.4 3.5 3.9 4.6
"1882" 20050808 3.8 2.5 3.9 4.2 4.4
"1883" 20050809 3.9 5.1 6 3 6.8
"1884" 20050810 3.3 6 6.5 2.9 7.8
"1885" 20050811 2.6 6.1 5.9 2.5 8.1
"1886" 20050812 2.6 3.7 3 1.8 5.6
"1887" 20050813 3.2 3.4 3.6 3.4 5
"1888" 20050814 3.1 2.7 2.4 3.8 4.4
"1889" 20050815 2.8 2 4.2 4.9 5.7
"1890" 20050816 3.3 2.5 2.1 3.2 3.1
"1891" 20050817 2.7 1.2 1.6 2.3 2.8
"1892" 20050818 2.7 2.4 3.7 3.2 5.2
"1893" 20050819 3 3 3.9 1.3 4.9
"1894" 20050820 3.2 2.2 2 2.4 2.8
"1895" 20050821 5.1 1.6 4.4 2.6 5.8
"1896" 20050822 4.9 2.5 4.2 2.4 4.4
"1897" 20050823 3.3 2.2 4.7 3.8 5.2
"1898" 20050824 3.2 2.7 3.2 1.9 3.5
"1899" 20050825 4.5 4 4.6 2.4 4.6
"1900" 20050826 4.3 5 4.8 2.9 5.6
"1901" 20050827 1.5 1.9 3 1.9 3.7
"1902" 20050828 1.7 1.1 2.4 1.5 3.6
"1903" 20050829 1.7 1.7 3.1 2.5 4.8
"1904" 20050830 2.5 1.7 2.1 1.8 3.1
"1905" 20050831 2.5 3.1 4.6 2.1 6.3
"1906" 20050901 3.1 4.4 4.8 0.9 5.4
"1907" 20050902 2.1 2.3 2.6 2.6 4.3
"1908" 20050903 3.8 2.5 3.7 1.9 5.6
"1909" 20050904 2.6 1.5 2.9 2.8 4.1
"1910" 20050905 2.7 2.3 3.4 2.3 3.6
"1911" 20050906 1.7 3.2 2.4 1.9 3.1
"1912" 20050907 2.1 2.6 1.8 1.3 3.3
"1913" 20050908 1.5 1.3 3 1.7 3.9
"1914" 20050909 1.8 1.8 4.5 1.9 5.6
"1915" 20050910 2.2 2.5 3.6 3.7 6.2
"1916" 20050911 1.4 2 4.2 2.2 7.4
"1917" 20050912 3.3 2.3 5.1 2.4 7.6
"1918" 20050913 2.8 1.5 1.6 2.1 2.9
"1919" 20050914 3.9 4.5 4.6 2.5 6.3
"1920" 20050915 5.3 4.5 3.8 3.8 5.9
"1921" 20050916 4.4 2.8 4 5.4 7.4
"1922" 20050917 2.9 1.7 2.8 2.9 2.9
"1923" 20050918 3.4 1 1.8 3.5 3.8
"1924" 20050919 3.2 1 1.4 3.7 2.6
"1925" 20050920 2.2 1.1 1.3 1.2 2.6
"1926" 20050921 2.3 1.6 1.5 2.3 2.7
"1927" 20050922 2.1 2.3 2.7 1.9 3.1
"1928" 20050923 1.7 3 2.5 0.9 3.3
"1929" 20050924 1.3 1.4 1.9 1 2.5
"1930" 20050925 1.7 2.1 2.2 0.8 3.1
"1931" 20050926 3 2 2.6 1.7 3.1
"1932" 20050927 3.3 2.9 3.9 1.4 4.5
"1933" 20050928 3.7 2.7 4.1 2.1 4.5
"1934" 20050929 4.2 3.6 5.4 4.3 6.2
"1935" 20050930 3.6 3.3 4.2 3.3 4.9
"1936" 20051001 3.8 4 3.3 1.6 4.8
"1937" 20051002 1.6 1.7 1.9 4.5 3
"1938" 20051003 4.5 1.3 2 2.6 2.3
"1939" 20051004 5.9 3.2 3.8 4.6 5.3
"1940" 20051005 4.3 3.2 4.2 3.1 6.5
"1941" 20051006 3.1 2.7 2.6 3.5 5.5
"1942" 20051007 2.2 3.7 3.4 2.4 6.3
"1943" 20051008 1.6 4.4 2.3 1.2 3
"1944" 20051009 1.4 2.4 2.1 1.3 2.6
"1945" 20051010 2.2 2.3 2.8 2.5 3.5
"1946" 20051011 2.1 3.9 4.2 1.6 4.6
"1947" 20051012 2 3.8 4.2 1.3 4.4
"1948" 20051013 1.8 2 2.3 0.8 3.5
"1949" 20051014 1.5 0.6 1.2 1.1 2.4
"1950" 20051015 2.2 1.7 2.9 2.1 5.8
"1951" 20051016 2.5 1.4 3.9 2.2 8.3
"1952" 20051017 3.2 2.5 4.4 4.8 8.8
"1953" 20051018 3 2 4.6 4.2 7.8
"1954" 20051019 1.9 3.3 4.8 1.8 6.6
"1955" 20051021 2.5 2.5 3.3 1 4.1
"1956" 20051022 4.7 4.8 5.4 1.6 6.4
"1957" 20051023 4.4 3.2 2.9 3.7 4.3
"1958" 20051024 3.8 2.2 3.4 1.9 5.2
"1959" 20051025 6.3 5.9 7.8 2.8 7.9
"1960" 20051026 4.2 6.7 6.3 3.6 7.5
"1961" 20051027 1.6 1.9 3.2 2.1 4.1
"1962" 20051028 2 5 4.3 1.3 4.9
"1963" 20051029 1.8 4 2.8 1.8 3.2
"1964" 20051030 2 2.7 2.8 1.9 3.9
"1965" 20051031 2.4 3.9 3.7 2.7 4.5
"1966" 20051101 1.8 3 3.3 1.5 3.9
"1967" 20051102 1.7 2.5 3.9 1.9 4.7
"1968" 20051103 2.4 3.5 5.6 2 5.4
"1969" 20051104 2 2.8 3.9 2.3 4.2
"1970" 20051105 3.7 2.7 4.6 2.3 5.9
"1971" 20051106 1.7 2.7 4.5 1.9 5.5
"1972" 20051107 2 2.9 3.7 1.8 4.6
"1973" 20051108 2 3.2 3.9 1.8 5.2
"1974" 20051109 1.3 3.1 2.9 1.3 4.2
"1975" 20051111 3.6 4.1 5.7 1.5 6.1
"1976" 20051112 2.4 3.1 4.4 2.1 4.9
"1977" 20051113 2.3 1.2 1.3 3.1 3.4
"1978" 20051114 1.4 2.7 2.8 2.7 5.1
"1979" 20051115 4.5 5.5 5.9 1.7 7.4
"1980" 20051116 4.6 2.5 3.3 3.6 4.3
"1981" 20051117 4.3 3.1 3.8 5.3 3.5
"1982" 20051118 3.4 3.3 1.4 4.1 3.1
"1983" 20051119 1.4 3.2 2.4 2.2 3.4
"1984" 20051120 3.6 3.1 4.4 5.3 5.2
"1985" 20051121 3.3 2.3 2.8 4.2 4.7
"1986" 20051122 3.8 2.5 1.2 2 2.2
"1987" 20051123 4.9 1.9 1.6 2.8 3
"1988" 20051124 4.3 3.7 5.4 1.7 5.9
"1989" 20051125 7.1 5.2 7.3 3.5 7.6
"1990" 20051126 5.3 4.4 5.8 1.2 7
"1991" 20051127 4.3 1.7 3.2 1.5 4.8
"1992" 20051128 3.8 2.7 2 4.9 2.7
"1993" 20051129 2.6 2.7 3.5 1.4 3.4
"1994" 20051130 2.2 4.4 5 1 5.3
"1995" 20051201 1.8 3.2 3.8 1.3 4.6
"1996" 20051202 2.4 5.5 6.3 2.5 6.7
"1997" 20051203 2.7 4.4 4.8 2 5.8
"1998" 20051204 5.6 2.9 3.7 1.4 4.2
"1999" 20051205 3.9 3.5 4.1 2.1 5
"2000" 20051206 2.9 1.2 3 1.7 2.7
"2001" 20051207 3.5 1.5 2.7 4.3 3.3
"2002" 20051208 2.2 1.3 3.2 1.9 5.5
"2003" 20051209 2.7 2 2 1.9 4
"2004" 20051210 1.7 1.9 2 3 3.6
"2005" 20051211 1.5 4.5 4.4 2.2 6.2
"2006" 20051212 2.5 3.2 3.8 1.2 5.7
"2007" 20051213 1.6 3.1 3 1.2 5.4
"2008" 20051214 2.3 4.2 4.5 2 5.8
"2009" 20051215 4.7 8.1 8.6 7.1 10.5
"2010" 20051216 7.4 7.3 9.1 12.6 10.9
"2011" 20051217 5.1 3.5 3.7 7.7 7.1
"2012" 20051218 4.2 5.1 5 6.6 6.5
"2013" 20051219 4.8 3.5 4.9 6.4 5.9
"2014" 20051220 4.2 5.4 6.1 6.1 5.9
"2015" 20051221 3.2 2.7 4.3 3.7 4.4
"2016" 20051222 4.7 4.7 5.1 4.8 5.2
"2017" 20051223 3.9 4 4.7 3.8 5.8
"2018" 20051224 3.3 6.3 6.1 3.7 7.1
"2019" 20051225 1.6 3 2.7 2.9 4.4
"2020" 20051226 2.5 2.6 3.6 2.5 8.5
"2021" 20051227 4.1 3.9 5.6 2.9 9.7
"2022" 20051228 3.6 3.4 4.4 4 8.8
"2023" 20051229 3.5 5.2 5.8 4.6 7.5
