"Frankfurt" "Berlin" "Bremen" "Munich" "Cuxhaven"
0.350292275256749 0.170594043924632 0.422800069404121 0.507885185970492 0.479027012353604
0.124958126680729 0.680871188493222 0.54905661834287 0.540133102749926 0.542099342747346
0.696442969092199 0.873541008861377 0.915885606638504 0.412008531081884 0.681753523639721
0.933043112384547 0.829130970747137 0.646676604575841 0.412008531081884 0.41655313459666
0.407010683919369 0.925509235055362 0.790318905069573 0.800516084210461 0.681753523639721
0.407010683919369 0.427397836164025 0.75378403695822 0.158886976047609 0.767125983546532
0.323325966943106 0.572130986923191 0.623005589887354 0.121606329071606 0.562944464343077
0.614940207116856 0.485190971273469 0.807112080400235 0.158886976047609 0.700007841281394
0.407010683919369 0.206499198416183 0.160482604027969 0.208490304502463 0.265313341014138
0.745004656633575 0.226418073682492 0.146755165489721 0.35203544097515 0.300118146250655
0.124958126680729 0.485190971273469 0.523790683790653 0.381438096552472 0.782306775713389
0.187893653739919 0.485190971273469 0.75378403695822 0.412008531081884 0.848086153996024
0.153776561270747 0.600424067511568 0.646676604575841 0.35203544097515 0.479027012353604
0.124958126680729 0.187893530564468 0.122107518726327 0.35203544097515 0.163804910849625
0.227586239108834 0.154578236853901 0.160482604027969 0.132834277036162 0.376101147946445
0.378239990735012 0.705751191058062 0.75378403695822 0.173919380051632 0.848086153996024
0.946343048923753 0.982050566056679 0.999215480130438 0.989150053410206 0.997618489655608
0.972387780827197 0.946298293848951 0.99665596631999 0.995254846847692 0.998492882794643
0.323325966943106 0.705751191058062 0.305284144933737 0.948051091580833 0.437200963406548
0.767285115922341 0.982050566056679 0.984060840601159 0.917025628344745 0.956784323802559
0.946343048923753 0.729485251684577 0.87645704197129 0.9939065311943 0.823803522848115
0.857785128341469 0.485190971273469 0.498411365195437 0.761048729613995 0.500073767728433
0.72136945189717 0.187893530564468 0.35040595216815 0.833585379724959 0.376101147946445
0.100973768293425 0.226418073682492 0.0916539197298316 0.173919380051632 0.14084435312285
0.0728118957933434 0.427397836164025 0.35040595216815 0.102242255386959 0.39616655321458
0.272851396306093 0.940080720604715 0.87645704197129 0.121606329071606 0.717702394136584
0.556458180682012 0.985523060194243 0.954238422439799 0.132834277036162 0.767125983546532
0.871857098348316 0.986986790220945 0.984060840601159 0.540133102749926 0.913143221089357
0.999234712637478 0.994305877160817 0.999403156026794 0.994128478275314 0.993337281770004
0.977814462950905 0.995331326250256 0.996299635979026 0.995564916872314 0.979319717502716
0.996442626819969 0.997605627188209 0.99775757291181 0.993168730623833 0.979319717502716
0.871857098348316 0.969023200666113 0.984060840601159 0.249595507450351 0.879595618987811
0.767285115922341 0.977698266417175 0.98566461487223 0.800516084210461 0.888848924299318
0.807651380076883 0.925509235055362 0.907220969382447 0.977775266927799 0.823803522848115
0.884703205982884 0.969023200666113 0.980291976951708 0.475552336022534 0.920163785943856
0.643100220544584 0.946298293848951 0.864478594023629 0.66180573362836 0.869729279395381
0.526518903940454 0.37147025787109 0.54905661834287 0.132834277036162 0.562944464343077
0.995270622017756 0.873541008861377 0.975635765137297 0.833585379724959 0.913143221089357
0.988312984712426 0.990509577570162 0.996976394516759 0.990507331167227 0.952720145659615
0.991425895255544 0.998474799525934 0.998482409862615 0.992896098222783 0.994978583269298
0.916587684452092 0.946298293848951 0.958759648720249 0.800516084210461 0.879595618987811
0.350292275256749 0.811810072189133 0.822914511102914 0.540133102749926 0.624038165646554
0.825727880564953 0.773242236081346 0.931090452303192 0.443481943398928 0.859231463569789
0.951980702419001 0.946298293848951 0.949251537730986 0.975005413640677 0.796816982718187
0.466287749333907 0.859955677988715 0.790318905069573 0.714771651132817 0.643723091027721
